container_id,ship_id
C2002101092,S9047326
C3978094809,S4580829
C1938221780,S2666496
C5029461216,S4380511
C0086572972,S7525465
C3954941351,S4508997
C6551709586,S6611031
C7467133113,S7525465
C5737072260,S7420526
C7637708443,S1031460
C0822453614,S4842491
C8434817012,S5708649
C0634990426,S6688776
C7140319688,S6109773
C5556156675,S4380511
C9493878134,S6579957
C9893933473,S8693906
C8335554127,S0697800
C6713836240,S4474821
C7382367419,S3324703
C5335119122,S0664890
C5398270889,S6163803
C7672765330,S2610311
C2309946077,S3345325
C6267259222,S0448164
C7709422199,S6849843
C5677616706,S3201883
C9105487531,S1973459
C2568491957,S5262380
C9102372180,S3805454
C4284129381,S0888907
C9234453920,S8611717
C4838049332,S2619105
C1994993328,S7180984
C5896561991,S0270241
C1239857570,S6163803
C2905587755,S1664442
C5603573926,S1638406
C8088065270,S8153108
C2564307101,S1351719
C2638742161,S7636913
C9796196404,S6409870
C8043200500,S0888907
C0044490860,S0376647
C7345916903,S1031460
C8277782692,S5262380
C0625871119,S8153108
C2950159977,S6849843
C8823140321,S1079584
C2669761595,S9047326
C5343337247,S7917790
C5923617271,S3454077
C9692366385,S8573710
C2713000091,S2100952
C3065761233,S9013432
C9618159107,S2627719
C0677867402,S2166341
C8866802010,S0114669
C4122126047,S1664442
C5592328419,S2627719
C0432347736,S7966330
C6665369004,S1915439
C9874947683,S5110523
C4403252630,S6446154
C0413260078,S6437789
C6257333071,S8759167
C8653395111,S5110523
C3145011917,S4063782
C0894957039,S0114669
C1263949699,S0888907
C7830179540,S4535873
C5323951206,S4392759
C3689397063,S9998037
C1584700811,S0847889
C1865280670,S5744009
C1670716124,S4216571
C2256256293,S9084180
C3559502296,S1994266
C5636297762,S9804203
C8382029051,S7747719
C4135795682,S6708554
C9096961616,S4459452
C3446463392,S4128025
C5604415582,S6842553
C1937344418,S1322708
C3681536744,S8759167
C8018536488,S6918733
C7481380191,S8693906
C8838938887,S3252598
C8342526591,S7501294
C4177725342,S5110523
C7399426581,S7855053
C9912658856,S8082687
C3843225414,S5920239
C5940785627,S6437789
C9716900781,S7747719
C7981611243,S1253918
C7672196675,S2619105
C0635401157,S3157111
C0382469040,S5920239
C7049484194,S5815243
C9034766551,S8094510
C9143073085,S1392076
C9621090966,S3782995
C1759958270,S5815243
C8964673640,S1753345
C8608560438,S9934127
C1313259350,S8082687
C2325735411,S3906787
C9637403246,S7287344
C8649980929,S1322708
C7073666116,S3454077
C9638947311,S3805454
C6096323024,S3245191
C8931544076,S2213421
C6936017109,S7135573
C4030060700,S1485890
C2925262013,S7821434
C3467924045,S4842491
C9742198243,S7019261
C0715097630,S5781664
C6141267727,S4350712
C2905135048,S4392759
C1961023247,S0664890
C3432686818,S5843529
C3545054987,S8099855
C9735111975,S7998808
C5895888962,S6639335
C3789152739,S1973459
C1665661871,S1994266
C8688570462,S3805454
C3350809041,S4313858
C4230661529,S2610311
C1421012765,S5708649
C1314082773,S8082687
C6100851465,S0114669
C1196907798,S4508997
C2988516680,S3010385
C9598910663,S7029918
C7432972237,S5610343
C4199115540,S4128025
C9264154553,S7680544
C6153006393,S2625122
C9430847952,S9934127
C8984677495,S4480379
C8800918304,S6446154
C3169024420,S2213679
C1252873030,S1252352
C4471560138,S1638406
C1626142788,S5158506
C6839161269,S1048044
C6278837760,S3429892
C7491757437,S3252598
C7168221150,S5579887
C9589870621,S9802156
C9974071726,S1048044
C8839683272,S7501294
C5934166563,S4842491
C8084260262,S7135573
C8683351988,S2619105
C4410655712,S3782995
C2086426558,S2625122
C8903449327,S7019261
C8966470758,S9629137
C6743767120,S5205261
C3235882519,S1570889
C6040372558,S2979576
C5011878605,S3388851
C2761190789,S0839359
C5400669707,S9164628
C7307398268,S5630153
C9338128698,S9804203
C0700610539,S3324703
C8707381174,S0430701
C3647751940,S0376647
C0163539132,S4063782
C8789796376,S2625122
C2173975291,S7680544
C5033797925,S8688920
C6634466727,S4480379
C4478522372,S6849843
C9825510351,S2627719
C4583428015,S4480379
C8078177076,S1031460
C3225581291,S6417009
C0597414645,S1763880
C0648854001,S1392076
C2686392575,S1392076
C3984947494,S7501294
C6080860270,S3245191
C6453999417,S5744009
C5443058559,S1252352
C0799841039,S2979576
C9702839928,S2666496
C1072427563,S9013432
C2336831600,S7781768
C9881167111,S8693906
C6637602393,S7998808
C2720527800,S6109773
C5492594399,S3388851
C6641316445,S9802156
C3975722355,S4380511
C7795956968,S3324703
C6840725191,S2610311
C9052026449,S1593485
C5225229866,S5110523
C4108371193,S6579957
C6294661408,S7917790
C8519993701,S2754116
C8996285391,S3224812
C7708657937,S4668935
C8408352762,S2213421
C8035646650,S4350712
C8704033038,S4216571
C9708954321,S1904861
C8634757337,S3380224
C1265159106,S1392076
C3114372931,S2610311
C6256297411,S1351951
C4110125874,S9998037
C6277029443,S8980459
C9420311209,S4508997
C3955618547,S6983588
C9082669776,S2213679
C5207901972,S7917790
C2922714614,S5112938
C6554229394,S9084180
C4373806692,S7180984
C5889229085,S3245191
C3836508560,S8573710
C7156046468,S6611031
C0564299493,S5112938
C7820266784,S7390545
C8325903744,S6163803
C5840906179,S3805454
C7830375621,S4480379
C6418765917,S4508997
C5457146047,S1079584
C8547102715,S7821434
C0579469786,S1638406
C5440249402,S6849843
C3626001167,S6611031
C0137600202,S3142773
C4910081928,S6579957
C6130791098,S6611031
C0026839534,S0102240
C4299711066,S4931889
C2152726246,S4350712
C2730580594,S6957173
C8827538331,S1252352
C0728220397,S8415756
C8580262096,S0664890
C7424732371,S1048044
C4316105313,S9802156
C9195426679,S8094510
C4780919577,S5708649
C1301317055,S1638406
C2735308897,S8153108
C3039006288,S9013432
C7709639354,S6688776
C7305189161,S7747719
C7029243432,S0888907
C5223870948,S1048044
C8387216213,S3245191
C3295175567,S4380511
C7884896116,S5205261
C1886265772,S3306483
C9260366586,S0448164
C4687985915,S2754116
C9832191767,S2625122
C3070623846,S5815243
C5048209090,S8759167
C6026378650,S3906787
C0302370073,S6437789
C2967217857,S1570889
C6474536278,S7441688
C9318223886,S6957173
C4166665374,S1904861
C9649299056,S7029918
C3393954280,S2610311
C2130671009,S5920239
C4398897287,S1915439
C3344197662,S7592991
C9504287314,S8415756
C1920286308,S0477059
C1170554865,S4459452
C9279576392,S5744009
C4327651992,S2627719
C3537715920,S7796193
C4256720426,S1638406
C1202207946,S3245191
C2529782096,S4128025
C3221006634,S2166341
C8778815356,S3906787
C7264462625,S7135573
C2925035014,S2627719
C9490801703,S7680544
C8648725336,S4216571
C5844713854,S2062847
C1372297283,S2979576
C5069649602,S2619105
C9507528040,S8611717
C3914085163,S6406509
C6379153539,S5029316
C1895393213,S9934127
C6518595250,S8082687
C0776727320,S8688920
C0224112984,S2062847
C4203883060,S8759908
C4377773608,S8688920
C4411358161,S1987861
C1463564199,S8205074
C7669070458,S2499002
C7837979278,S3345325
C7139386851,S4931889
C9765148448,S1664442
C3540548770,S6842553
C9160409704,S6957173
C2793023350,S8611717
C2781795351,S5661450
C6662251953,S7636913
C4048271523,S2202109
C5650258714,S2213679
C7070240907,S8415756
C5160704559,S6437789
C3393166390,S9007497
C7072659910,S7287344
C3630193208,S9802156
C8351560529,S6409870
C8375231672,S3010385
C6747463284,S1994266
C1485794141,S5781664
C3699109948,S3201883
C5333592243,S5158506
C4505449254,S7390545
C7423315526,S0210785
C0137581806,S7796193
C9648206657,S9500294
C2338546263,S1485890
C1148624874,S0102240
C4372932816,S1392076
C6226629338,S3429892
C6265394987,S1904861
C7052516529,S2213679
C7949343843,S3388851
C4586626734,S5610343
C4427215860,S0343518
C2475393776,S5920239
C5752869466,S5112938
C0291980138,S7636913
C3392804493,S6849843
C1696560727,S7525465
C4182949456,S9933108
C6792301700,S3454077
C2056109271,S9500294
C0108455757,S8980459
C8139003800,S2100952
C4950271627,S3245191
C8592311223,S3324703
C1268643231,S0114669
C7869787821,S0888907
C0714333099,S5158506
C7359753030,S6163803
C2442170088,S7420526
C7539639258,S4712806
C1182436398,S1994266
C1818072266,S3010385
C2175537985,S0343518
C5226041561,S3142773
C9594507284,S4712806
C7408583707,S6983588
C5540462810,S0839359
C7060140820,S1252352
C1204714157,S7998808
C2130050436,S3142773
C2430190114,S4931889
C6722211540,S7644167
C4051603138,S6163803
C2231415965,S0102240
C5217394984,S8205074
C1247821818,S2499002
C8769906727,S8153108
C8342279451,S0446096
C7462670461,S7135573
C9164033098,S4474821
C3352303084,S0575154
C2728591531,S1322708
C0607965404,S2100952
C4256936261,S1392076
C2418206597,S3252598
C7850994972,S6688776
C5040132641,S2202109
C4091883250,S9804203
C9688747273,S1753345
C3578243235,S0102240
C2663102092,S5262380
C2329212252,S2298004
C1728449962,S1031460
C8666657029,S9047326
C6728045051,S6842553
C7934871784,S7441688
C7715887452,S9500294
C7531166364,S3252598
C7424879641,S0664890
C5641133837,S9934127
C5337894478,S9500294
C7854534326,S8094510
C3085942762,S9629137
C2395175725,S4063782
C6739531683,S4459452
C9713087411,S3201883
C0024498756,S4580829
C7094445731,S0446096
C8951242015,S0210785
C6384870376,S3157111
C4166462520,S0888907
C9831101851,S3805454
C2375651647,S9933108
C9323062208,S8980459
C7564328067,S6783877
C3166074958,S2754116
C1130704279,S5262380
C7156436576,S6918733
C7602690868,S1904861
C4340442317,S8153108
C7246762007,S1570889
C5114771736,S8693906
C3926541962,S0114669
C5800658599,S9164628
C2483210451,S4712806
C2304971706,S1915439
C9351167927,S2865057
C9478245867,S3454077
C5087755179,S2619105
C2045231102,S3722816
C5977096125,S7390545
C2948701703,S0575154
C5771719881,S9933108
C1044299658,S1753345
C7443354684,S2202109
C4870970401,S6109773
C7055853952,S7287344
C4808127027,S6088364
C3325516714,S7747719
C1053722204,S5262380
C2653477692,S2499002
C8875553031,S7420526
C9413765190,S8573710
C5219644408,S7218161
C0751128522,S1664442
C7069842417,S8688920
C7161832347,S4063782
C0966788674,S7953646
C2570851633,S2769305
C1344485555,S8759908
C8545280724,S0430701
C0063873815,S7193420
C6650139623,S6109773
C2152706854,S8205074
C3491684398,S2619105
C7661396741,S1763880
C0258417206,S2100952
C0765285211,S0270241
C8437473837,S5669150
C3906784223,S5579887
C5615376806,S2202109
C5421097672,S7441688
C9519971646,S7636913
C4569373318,S5744009
C1057424430,S3010385
C9882807254,S5661450
C1123057138,S0114669
C5675849153,S2213679
C6263203077,S2499002
C8971936276,S0469425
C2829725000,S9047326
C2755150085,S1728881
C9089842997,S4459452
C6399203341,S8980459
C6870531200,S6639335
C0270834149,S3782995
C2049278528,S7855053
C9633190854,S3252598
C4501387886,S9934127
C1966508977,S1915439
C5566875472,S1973459
C7655873221,S3906787
C7239337601,S4580829
C1291081643,S5502062
C4446575688,S2062847
C1448674678,S9804203
C5579714382,S0847889
C5719510186,S2202109
C4564980003,S0376647
C6472190548,S3010385
C3022703875,S0102240
C5714631497,S3722816
C1874860203,S5205261
C5116564544,S2627719
C9674832670,S1664442
C2356557614,S8094510
C4478248735,S0210785
C5548327508,S6688776
C6061859532,S6983588
C6176522330,S8785520
C5227282440,S5659908
C8920480877,S0664890
C8637940405,S5502062
C9283146976,S5781664
C3066945525,S9084180
C0749109001,S1252352
C5024976113,S5794392
C4981238256,S5630153
C5828927951,S3388851
C2441320664,S6446154
C2888672650,S1079584
C3709468399,S9084180
C0457859043,S4712806
C2692983216,S7644167
C4103404315,S9164628
C1735117495,S7966330
C3112298380,S1987861
C0408491880,S3201883
C5046659947,S5920239
C1948524865,S7998808
C7613028162,S2619105
C2947939471,S2979576
C5511955723,S1392076
C3102139847,S4313858
C7257112525,S3429892
C6396426815,S1685719
C2802441038,S5692945
C8766460082,S1685719
C1873912888,S6088364
C2609885527,S8082687
C7605191974,S4480379
C2418514443,S1973459
C1137487876,S1252352
C3841087325,S4508997
C8817348401,S4931889
C2269705774,S3252598
C1548836646,S1685719
C2215626146,S0102240
C3420708544,S7747719
C0955588876,S2747553
C7428214412,S7644167
C3264533530,S7501294
C1027141671,S4474821
C5003956378,S0446096
C9829979356,S5205261
C5197375808,S3722816
C0590540399,S7636913
C5229976958,S7644167
C4710835824,S7193420
C7760414825,S8759908
C4432259230,S6446154
C4293290743,S7592991
C1826382993,S9934127
C8729094970,S0448164
C8456924888,S0114669
C5002247186,S7525465
C3609914964,S1322708
C7352029643,S0847889
C7459663902,S0448164
C4828758466,S4063782
C8164481856,S7592991
C1132801644,S7390545
C5938631760,S9802156
C0530579165,S7781768
C5692487002,S9084180
C7102373149,S6708554
C6695103632,S7029918
C2246144954,S3345325
C7856742274,S0575154
C6581395576,S7781768
C4291307067,S6665960
C9696758639,S2625122
C6569231564,S8573710
C7653961652,S7592991
C4663946707,S1763880
C1339367599,S1322708
C0719355860,S2213679
C7806195980,S0270241
C5967669728,S1987861
C5568157286,S6611031
C4093613258,S0343518
C1649188033,S2213679
C0447042699,S0114669
C6869257782,S6611031
C1664477918,S3429892
C5876736191,S4668935
C9062724450,S8759908
C5537324697,S6383317
C4674846867,S8082687
C8723111595,S4842491
C2225259583,S2166341
C8432344552,S4668935
C0576896785,S7821434
C0765230941,S7420526
C1631533194,S5708649
C1440472505,S0270241
C8895016901,S0270241
C6463212557,S5843529
C9103854836,S0664890
C1634462309,S1763880
C9774424135,S2166341
C6321616834,S2499002
C6579957324,S3345325
C4664769652,S6842553
C8356988514,S2166341
C2879464609,S5659908
C7822926865,S2298004
C0028627182,S9292431
C3689870882,S9007497
C0868294436,S0114669
C2757253987,S3454077
C9454275180,S7390545
C6359847433,S6088364
C9123284324,S5630153
C9123420868,S7287344
C2041246871,S4063782
C5508817315,S3805454
C7677383580,S6163803
C6338147783,S4931889
C6897963976,S3142773
C3049495415,S3977574
C0324220292,S3201883
C6707113773,S0575154
C8803954868,S0376647
C6655621843,S6383317
C3259886872,S7821434
C6158024334,S5579887
C0145368081,S5794392
C1135233375,S1753345
C3422179516,S6688776
C6130621526,S4535873
C9504398873,S9629137
C1319223085,S4392759
C3000729989,S9933108
C3925783585,S1031460
C1542176557,S4128025
C0749344060,S4380511
C3561497897,S5669150
C9438299045,S0839359
C1547146633,S7644167
C9266787949,S5815243
C3236863194,S6665960
C7806471726,S4931889
C0123424336,S1079584
C3466905581,S0343518
C9013267198,S7287344
C3874742711,S5815243
C2343992771,S0270241
C7283504637,S0888907
C7797891173,S7218161
C8606791994,S4313858
C1339045969,S5669150
C9417555165,S6417009
C1672619286,S2298004
C9565674753,S7135573
C2218459073,S1753345
C2683375558,S5029316
C7375473292,S7855053
C4416667245,S7966330
C5652920392,S6406509
C3060848335,S2213421
C2312231487,S6665960
C6643263327,S5744009
C6946726730,S5661450
C6374240170,S1973459
C0797248324,S2298004
C5077419962,S1973459
C9963710052,S1485890
C3589616613,S0446096
C6883133493,S6611031
C1270764231,S9629137
C7877815127,S7390545
C0466669372,S7747719
C3269182481,S4508997
C6347584760,S7180984
C6517210632,S9934127
C1817155991,S9629137
C9422211406,S9013432
C0583979828,S4313858
C5326543858,S7029918
C2029296118,S8082687
C3104104115,S2062847
C8990213997,S7180984
C7119802866,S6383317
C1888822207,S9934127
C9906503900,S1048044
C8430426645,S7420526
C3458678515,S7218161
C6691139601,S4508997
C1755909062,S8205074
C6127728236,S0888907
C9471614237,S7287344
C2391437615,S0270241
C4783229935,S9084180
C0921150997,S3324703
C4588082915,S5781664
C1054034734,S1973459
C1690605903,S6783877
C8515280534,S4712806
C6152917416,S0376647
C1805762741,S9500294
C1062873334,S0847889
C8727488798,S3306483
C1609952116,S0664890
C3232402478,S3252598
C7804269730,S2619105
C3151252727,S8795628
C0329959924,S3201883
C6959725759,S4712806
C0870302216,S2865057
C1251500430,S4712806
C2932026499,S1485890
C3479433457,S1638406
C6203297143,S1048044
C8112963090,S7420526
C6779651738,S9164628
C0175282253,S4878182
C5364955444,S5669150
C6010706723,S6783877
C7384184328,S7019261
C1451854386,S6417009
C4840990670,S9934127
C2337046597,S5659908
C5212378462,S6383317
C6674770135,S6688776
C7257237962,S8082687
C4592069206,S5661450
C5530503442,S1728881
C4112541331,S2666496
C4505671229,S8785520
C3276977775,S9013432
C1535196988,S3157111
C9768425147,S2213421
C1769375805,S1079584
C7037992918,S1322708
C2825637894,S8094510
C9424227272,S0469425
C3560964524,S5920239
C6034816566,S6957173
C1809430153,S5781664
C2614253820,S5029316
C2391611165,S2213421
C0670386734,S9804203
C1214328253,S9500294
C1406602903,S0343518
C3410609222,S6109773
C2366920893,S8688920
C7534261001,S5692945
C4787196360,S7781768
C1157622713,S6406509
C7210361751,S2627719
C7518961711,S1593485
C0327582800,S6103313
C7978843799,S7917790
C8250983063,S4063782
C8591793882,S2610311
C9732297574,S1322708
C5717496207,S2979576
C1560165099,S8573710
C8751158852,S2619105
C0912179341,S9047326
C8150046476,S4878182
C3331423770,S2625122
C6606294602,S7180984
C0622533282,S8688920
C1900718671,S6957173
C6266602305,S5110523
C4860991446,S8415756
C4680366097,S6103313
C5865287040,S2610311
C1720782224,S1638406
C6139712758,S6028024
C0171333432,S3324703
C8603582060,S5659908
C3856052291,S8785520
C4068399292,S1485890
C8861213799,S3245191
C6093237793,S6088364
C6789404972,S8205074
C0155435595,S9007497
C4151591345,S6579957
C6869915327,S4459452
C2985121846,S3454077
C1284169577,S5692945
C2613919985,S5205261
C3146351794,S0469425
C9797137034,S1351951
C9267365980,S3157111
C6403597749,S1915439
C2377683630,S3380224
C7475528244,S0430701
C1024636008,S1664442
C4594240242,S7501294
C3188230901,S7821434
C2896266321,S1253918
C6223636953,S5920239
C5227922264,S7747719
C6750898679,S7953646
C3950619527,S5794392
C8189718557,S5469654
C2639080732,S7998808
C0521118870,S6665960
C4826041039,S7796193
C1474469387,S8785520
C1782379775,S6983588
C2858236572,S2499002
C6566640342,S1915439
C3596152224,S8759167
C4975180798,S1485890
C7571183563,S2979576
C4618410358,S8688920
C3183700599,S3324703
C5337836753,S0477059
C6833338838,S0664890
C2056611336,S7501294
C3442985254,S7135573
C1225985257,S5029316
C6096212104,S4535873
C9856738952,S7441688
C2645540801,S3906787
C9481660181,S2499002
C3776316024,S4313858
C5361238624,S5158506
C1308784464,S7218161
C7034742170,S0270241
C2456511404,S1915439
C5868072883,S4480379
C9224437731,S0664890
C6427575223,S5610343
C6049125918,S8573710
C9360458949,S8795628
C9273330673,S9013432
C9293356508,S3977574
C3022150017,S2100952
C2884262047,S1252352
C3893247744,S1685719
C9187232567,S9500294
C5394410117,S4480379
C5917801468,S1763880
C2507677729,S7953646
C4948856825,S5794392
C4593040445,S3805454
C7560091401,S4063782
C4767490610,S7821434
C0399602418,S6437789
C0373438288,S7501294
C4800715026,S1252352
C6945874823,S5158506
C1224291007,S4313858
C1332338808,S7501294
C5718070943,S4474821
C1693045901,S1664442
C9661961441,S5843529
C0642477256,S1351719
C7602342699,S4216571
C6693447076,S5692945
C0899089517,S8688920
C9520095351,S0575154
C9876427940,S0888907
C3643971752,S9164628
C0934818591,S9047326
C7410020990,S5661450
C4034416003,S1079584
C8123319292,S8415756
C2171352897,S4392759
C0442444950,S1392076
C6783180597,S4580829
C7835494485,S6109773
C7228923148,S3306483
C0882716124,S3380224
C4113876117,S5781664
C5790989436,S9933108
C0013712433,S3224812
C8307651262,S5610343
C4466062791,S2865057
C1305032703,S8099855
C9126194197,S6849843
C6523709305,S7680544
C5423736166,S1987861
C5644559803,S7019261
C9528390020,S5815243
C3587764047,S7747719
C3320152827,S2769305
C3390310992,S6417009
C5400190894,S1322708
C5201252679,S7781768
C6760427824,S9933108
C8227147686,S9047326
C4509328051,S6409870
C8777154913,S7953646
C6731597237,S0839359
C8642369618,S5843529
C1088404412,S5669150
C6495049272,S7193420
C7144595011,S6579957
C4599319983,S6957173
C6673412077,S3252598
C9498151631,S8693906
C5628368309,S7917790
C5960842130,S9998037
C0207951698,S4580829
C6724382810,S5205261
C2788361747,S5610343
C6544524396,S6849843
C0510097424,S0114669
C4690362635,S4216571
C4455249028,S5744009
C6457038324,S9007497
C0609872253,S8415756
C4717008115,S1904861
C4612406073,S0469425
C0673438810,S3454077
C0775638839,S1987861
C5004928042,S6579957
C3046097511,S4508997
C6552220590,S4480379
C4278644114,S7796193
C2981665312,S0664890
C0471777281,S6417009
C3171515416,S6849843
C3698151576,S9164628
C5721343187,S2298004
C6488622535,S6088364
C8757596067,S1485890
C3980480151,S8094510
C2620467641,S1570889
C8553012013,S4668935
C6454219710,S0114669
C2706268529,S7390545
C9046574504,S5843529
C0415131695,S0664890
C2598268021,S6957173
C8980330703,S2747553
C9096294406,S1253918
C8961983151,S4216571
C7872738440,S5502062
C8983190875,S1351951
C8088119339,S8611717
C4317656276,S2202109
C2235110267,S8573710
C9616537065,S4931889
C3975682711,S7747719
C2607206111,S1987861
C0069680397,S6383317
C3228259094,S7917790
C7852784010,S9933108
C9028877577,S5920239
C0714287298,S0210785
C7176924706,S2627719
C0115224971,S0847889
C9417520741,S1351951
C8289784015,S1570889
C1187227040,S5781664
C3878224511,S1392076
C3270692761,S8785520
C0043569701,S3245191
C3818365160,S8153108
C6804023122,S5158506
C0512842553,S7592991
C7197351511,S7420526
C6650892579,S8759167
C6053289209,S1973459
C8974673549,S8693906
C3202755117,S8980459
C7816617112,S1685719
C6792606641,S6708554
C9488340711,S4508997
C0153085827,S0888907
C5540205224,S7180984
C1374359617,S1048044
C1251023776,S2769305
C3042077278,S4392759
C1481355918,S5669150
C8004274633,S7680544
C6487083180,S2666496
C6557160032,S3252598
C5144505205,S6783877
C6927718852,S3722816
C5857570234,S5630153
C2345355740,S4474821
C9955439371,S2769305
C0125588198,S0210785
C9739881561,S8759167
C6840692307,S9998037
C9969880478,S8693906
C8168151992,S9084180
C3483704183,S6579957
C4237785129,S3245191
C1657545233,S8759167
C9197245395,S5469654
C2655938126,S4474821
C3350468792,S2625122
C5294097147,S9007497
C9110385712,S9047326
C6641804044,S1994266
C9361560120,S2202109
C1854484979,S5781664
C5063514585,S4392759
C0620645646,S2213421
C3999252492,S7917790
C4028712600,S1351951
C5610719320,S3157111
C0125778693,S7218161
C3450626754,S5205261
C3160154356,S7525465
C6505099505,S2747553
C8417256045,S9047326
C0013455407,S4216571
C4533650522,S3245191
C9342981095,S1973459
C5885576030,S6028024
C8073871817,S5794392
C8744791586,S2619105
C2755726013,S8980459
C2704858393,S8688920
C0410341031,S3388851
C9124642213,S5692945
C6780532575,S3805454
C7916933993,S7680544
C1647184578,S7917790
C8005500049,S3252598
C7530342536,S3142773
C7934606665,S7390545
C6663319003,S5815243
C9866747683,S7135573
C2639810995,S5029316
C6763437349,S1252352
C8461624716,S2166341
C7381023248,S9013432
C6911210644,S1685719
C6322343901,S1904861
C6693337592,S6688776
C8758014805,S3324703
C8552947547,S5029316
C3036360473,S6688776
C0145192758,S7180984
C6936457695,S4392759
C2849211233,S0114669
C3414305515,S2979576
C6438327259,S5579887
C1603905363,S4508997
C6978301403,S7135573
C3816167830,S4350712
C9985073628,S7019261
C1701212762,S2202109
C9991919370,S4842491
C5755488405,S3722816
C7423467225,S3906787
C8929045588,S5630153
C0242563438,S9802156
C2108106296,S7747719
C1888269848,S0446096
C5553528148,S1079584
C2863903997,S9292431
C2048038015,S6088364
C0273694601,S0430701
C8635217434,S7796193
C1303841075,S3252598
C4195920226,S6088364
C6174742069,S5110523
C3949209057,S0270241
C7889097113,S3906787
C0738564030,S4931889
C2684235977,S7998808
C7045018933,S5469654
C9386461155,S4480379
C4341098602,S8094510
C7020988199,S4392759
C3424371825,S5661450
C2904949661,S5708649
C5941548807,S2979576
C3485907244,S1753345
C1043908584,S1685719
C7699521011,S4712806
C0219036271,S2062847
C8717480301,S5920239
C4322738987,S0575154
C3055556234,S3142773
C8417685887,S4712806
C4234387457,S1994266
C3327688806,S0575154
C2642575334,S6611031
C5430409459,S2213421
C1249777657,S4474821
C8721689438,S0376647
C0754686839,S7680544
C7970628507,S8759167
C8020820432,S0477059
C6957232815,S8611717
C6135023761,S6639335
C0736295302,S0198638
C8047440792,S5744009
C1762030265,S5262380
C5150249615,S6918733
C9588592306,S7029918
C0188112655,S7525465
C6751587269,S7180984
C0840692764,S2666496
C5067160718,S1593485
C2204697283,S9292431
C9117551453,S6028024
C9755363918,S5502062
C0770467075,S4535873
C1543862125,S5262380
C7479087463,S8082687
C9568371689,S1351951
C0000379832,S6103313
C7637875165,S1753345
C1251839706,S1728881
C6374884531,S0198638
C2569935969,S9007497
C4115885547,S8611717
C9389623821,S6639335
C5607551154,S8611717
C0391973204,S4573506
C2632316640,S7917790
C1981990339,S3805454
C4603742483,S9933108
C5280357942,S7636913
C7637741665,S0343518
C9617094397,S1685719
C3426076485,S4216571
C7802908589,S7636913
C2570468335,S4459452
C2819294184,S2202109
C8730414426,S0270241
C8829540495,S4931889
C5477112687,S6957173
C2985408100,S9934127
C6465685470,S4508997
C6106450450,S5469654
C9657953494,S7218161
C6720701015,S3010385
C1114103642,S6918733
C6672158128,S5794392
C6517547343,S8288871
C8150280493,S3324703
C7737897795,S6957173
C1605854999,S7287344
C9283161365,S0210785
C8771436561,S5502062
C5977309502,S9292431
C9555901443,S2627719
C9491374051,S6918733
C8665200706,S4842491
C4561405636,S1351951
C6178331508,S7441688
C3593774413,S0448164
C4908155430,S6409870
C7289148842,S3805454
C6481965419,S7796193
C3507358365,S4580829
C6249224706,S0664890
C8884605042,S7917790
C7971329545,S0697800
C8208580132,S1252352
C9053264856,S5262380
C6760362856,S2202109
C3538358651,S4931889
C2940675235,S8205074
C0567670690,S1485890
C8405120103,S0847889
C0148102989,S1685719
C6680122705,S9802156
C6311723425,S8094510
C3580509736,S4573506
C2421796387,S9164628
C9172502214,S0575154
C3891686377,S9013432
C8645275558,S4380511
C5562431915,S2610311
C5619412046,S7636913
C6539728345,S0697800
C9776676166,S9164628
C1667096476,S4573506
C6544058110,S3245191
C6922561366,S1638406
C6571380116,S6109773
C1214339126,S5692945
C4028406726,S5205261
C9644180261,S5112938
C8412911032,S2213421
C5930682231,S1485890
C4366246941,S2865057
C3864036950,S7193420
C9240271370,S3245191
C9895763212,S1351951
C7403429660,S0477059
C2417890353,S6163803
C6695023525,S2666496
C1883662241,S5469654
C9706861939,S6103313
C3717859141,S4842491
C9697340744,S8288871
C8365649813,S6406509
C4175872002,S4350712
C4502885460,S9500294
C5262846091,S6957173
C7067350077,S1593485
C1591882046,S0446096
C5495074654,S4128025
C1193176312,S7855053
C0608727004,S0664890
C0334084716,S1570889
C6559549865,S2769305
C5194242873,S5262380
C3607979864,S8759908
C9087882707,S1031460
C6365654872,S8205074
C1797877729,S1351719
C6131725499,S5112938
C0067580570,S1664442
C8008720869,S2865057
C9784192553,S9933108
C2572829973,S0446096
C7823962301,S6611031
C4970305760,S8573710
C9926058697,S8288871
C3825113050,S5579887
C9247360882,S3306483
C2254001082,S0448164
C5345449215,S6028024
C8096277390,S5502062
C0141380439,S7287344
C7328994715,S4535873
C3148563482,S1915439
C2790875117,S8099855
C8075582813,S2100952
C4136266034,S7796193
C2724879898,S6579957
C3233503714,S2213679
C1993413296,S0102240
C4706291177,S7953646
C5117514868,S1763880
C2815362778,S7644167
C8069409944,S8611717
C3861806542,S9933108
C7647999811,S5112938
C1275905395,S7636913
C9440916104,S4474821
C1856547232,S1079584
C5196812548,S5110523
C1642475481,S6639335
C7142368177,S6437789
C0195104423,S8288871
C2339972588,S2202109
C1675357557,S3345325
C8927880523,S2666496
C4658114103,S0575154
C1950477358,S3010385
C4712915052,S6409870
C8933891236,S7420526
C8732626946,S6406509
C5096203757,S4380511
C3869843344,S8573710
C9635837270,S9933108
C0136639957,S2666496
C2925195404,S1031460
C1837665133,S9084180
C4735913135,S7917790
C4817841624,S0575154
C9517657369,S7636913
C8857937562,S8082687
C8644891967,S0102240
C6950771198,S4480379
C0656461661,S4128025
